"","popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration","time_signature","id_new"
"1105",61,0.674,0.522,3,-15.304,1,0.57,0.904,0.848,0.109,0.927,170.34,68571,4,1175
"1106",61,0.683,0.236,3,-21.153,0,0.183,0.976,0.712,0.13,0.636,110.935,100101,4,1176
"1107",60,0.875,0.244,3,-18.724,0,0.166,0.967,0.928,0.119,0.48,82.01,87805,4,1177
"1108",60,0.585,0.406,7,-13.809,1,0.0582,0.946,0.864,0.105,0.855,71.005,82817,4,1178
"1109",60,0.539,0.542,8,-7.734,1,0.0479,0.645,0.158,0.147,0.493,79.75,145125,4,1179
"1110",57,0.863,0.447,7,-10.891,0,0.0496,0.44,0.493,0.116,0.786,140,97523,4,1180
"1111",57,0.568,0.404,0,-7.733,1,0.175,0.258,0.135,0.207,0.646,77.998,93832,1,1181
"1112",57,0.585,0.483,8,-9.203,1,0.0311,0.437,0.854,0.0968,0.924,173.917,68693,4,1182
"1113",57,0.78,0.54,0,-6.525,0,0.0471,0.0573,0.889,0.163,0.843,172.021,183000,4,1183
"1114",58,0.474,0.308,7,-15.007,0,0.342,0.446,0.885,0.126,0.701,154.47,103704,4,1184
"1115",59,0.922,0.367,9,-14.787,1,0.318,0.317,0.754,0.0847,0.774,129.988,214154,4,1185
"1116",57,0.706,0.0609,6,-22.219,1,0.154,0.742,0.92,0.102,0.465,81.169,71310,4,1186
"1117",63,0.741,0.219,10,-11.878,0,0.0813,0.853,0.935,0.109,0.519,156.116,104620,4,1187
"1118",61,0.573,0.507,0,-11.917,1,0.305,0.379,0.174,0.115,0.318,135.834,72754,4,1188
"1119",61,0.809,0.433,10,-12.534,0,0.068,0.0212,0.742,0.124,0.393,86.993,107586,4,1189
"1120",61,0.898,0.287,9,-7.027,0,0.394,0.444,0.764,0.114,0.311,91.063,95350,4,1190
"1121",62,0.638,0.0489,9,-12.737,0,0.173,0.486,0.892,0.0881,0.419,81.804,135500,4,1191
"1122",61,0.617,0.164,1,-20.177,0,0.188,0.899,0.906,0.0996,0.733,149.877,96000,4,1192
"1123",64,0.562,0.136,7,-12.037,1,0.403,0.879,0.934,0.14,0.177,156.362,85125,4,1193
"1124",57,0.622,0.271,2,-14.193,1,0.0564,0.645,0.683,0.146,0.571,76.664,53194,4,1194
"1125",60,0.499,0.285,3,-10.974,0,0.415,0.921,0.729,0.369,0.715,78.423,104615,3,1195
"1126",61,0.685,0.364,1,-10.699,1,0.0724,0.985,0.932,0.105,0.801,89.108,65737,4,1196
"1127",61,0.61,0.369,1,-6.919,1,0.31,0.117,0.85,0.0904,0.329,80.592,112879,4,1197
"1128",60,0.527,0.102,4,-19.167,0,0.127,0.012,0.865,0.108,0.11,157.693,106667,4,1198
"1129",62,0.797,0.355,11,-8.615,1,0.138,0.633,0.00152,0.122,0.604,82.046,146307,4,1199
"1130",63,0.84,0.425,9,-9.404,0,0.0871,0.262,0.921,0.116,0.539,92.97,131559,4,1200
"1131",61,0.782,0.127,7,-20.939,1,0.668,0.939,0.781,0.125,0.39,83.989,84315,4,1201
"1132",60,0.555,0.159,4,-13.533,1,0.294,0.969,0.711,0.0958,0.771,84.266,115000,4,1202
"1133",61,0.781,0.241,1,-11.162,0,0.0523,0.252,0.712,0.11,0.434,143.907,121115,4,1203
"1134",57,0.557,0.421,4,-9.413,0,0.0392,0.174,0.882,0.0768,0.227,177.996,137580,4,1204
"1135",60,0.739,0.143,4,-12.753,0,0.319,0.662,0.864,0.105,0.635,83.985,114286,4,1205
"1136",59,0.803,0.747,4,-13.352,0,0.0573,0.487,0.792,0.31,0.296,79.61,76493,4,1206
"1137",59,0.75,0.55,1,-9.762,0,0.069,0.51,0.862,0.186,0.461,179.966,128690,4,1207
"1138",60,0.738,0.737,6,-6.969,0,0.347,0.924,0.746,0.481,0.851,101.901,96608,4,1208
"1139",64,0.81,0.372,11,-9.718,0,0.0451,0.859,0.91,0.111,0.707,83.24,78139,4,1209
"1140",64,0.771,0.403,5,-6.845,1,0.04,0.577,0.0272,0.1,0.395,82.047,118500,4,1210
"1141",54,0.463,0.305,9,-16.266,1,0.0306,0.892,0.231,0.0773,0.505,177.836,129438,4,1211
"1142",60,0.61,0.441,10,-10.495,1,0.0371,0.411,0.884,0.116,0.753,180.401,161333,4,1212
"1143",58,0.578,0.764,5,-6.97,1,0.103,0.0412,0.253,0.38,0.679,86.024,83625,4,1213
"1144",58,0.859,0.454,8,-5.998,1,0.398,0.903,0.926,0.112,0.947,92.959,106465,3,1214
"1145",58,0.659,0.45,8,-7.89,0,0.309,0.161,0.872,0.109,0.383,178.333,107938,4,1215
"1146",58,0.642,0.633,8,-8.737,0,0.0559,0.106,0.786,0.0696,0.703,176.029,215587,4,1216
"1147",58,0.681,0.226,6,-10.538,1,0.0446,0.678,0.878,0.102,0.604,94.005,111033,4,1217
"1148",58,0.602,0.656,0,-11.573,0,0.0483,0.805,0.89,0.0984,0.344,84.978,274941,4,1218
"1149",57,0.537,0.478,7,-17.61,1,0.111,0.0665,0.658,0.347,0.957,86.603,60690,4,1219
"1150",59,0.733,0.348,5,-14.817,1,0.116,0.119,0.447,0.132,0.537,140.079,196714,4,1220
"1151",57,0.588,0.194,1,-7.842,1,0.0347,0.402,0.9,0.115,0.597,87.123,156724,4,1221
"1152",57,0.727,0.539,1,-9.216,1,0.0623,0.65,0.829,0.161,0.465,91.994,262577,4,1222
"1153",57,0.787,0.29,10,-11.764,0,0.205,0.91,0.904,0.21,0.758,79.99,96000,4,1223
"1154",61,0.696,0.259,2,-11.3,1,0.091,0.0662,0.23,0.131,0.413,94.249,137917,4,1224
"1155",57,0.692,0.319,2,-17.602,0,0.0517,0.00891,0.702,0.1,0.355,92.16,151318,4,1225
"1156",57,0.466,0.377,9,-7.046,1,0.0428,0.616,0.0372,0.0828,0.606,70.545,110029,4,1226
"1157",60,0.785,0.474,1,-7.726,1,0.0755,0.619,0.747,0.201,0.563,80.004,96750,3,1227
"1158",59,0.61,0.5,9,-8.24,1,0.0536,0.691,0.914,0.0996,0.478,75.102,78013,4,1228
"1159",59,0.79,0.534,7,-6.305,1,0.0451,0.459,0.437,0.146,0.884,84.985,147882,4,1229
"1160",60,0.76,0.141,0,-15.305,0,0.0637,0.735,0.652,0.084,0.672,78.995,127595,1,1230
"1161",61,0.62,0.431,8,-8.498,1,0.0349,0.415,0.936,0.179,0.144,70.916,196447,4,1231
"1162",59,0.578,0.473,9,-12.018,0,0.127,0.679,0.00708,0.0806,0.168,82.96,118171,4,1232
"1163",59,0.849,0.17,5,-11.198,1,0.12,0.701,0.925,0.11,0.545,164.037,124273,4,1233
"1164",58,0.759,0.419,9,-10.426,0,0.0443,0.774,0.000602,0.159,0.251,80.01,86936,4,1234
"1165",61,0.656,0.325,11,-14.614,0,0.141,0.954,0.956,0.112,0.751,72.602,71394,3,1235
"1166",38,0.446,0.278,4,-7.386,0,0.0317,0.94,0,0.102,0.203,125.07,207240,4,1236
"1167",72,0.325,0.18,10,-10.647,1,0.0311,0.91,0.000633,0.113,0.0997,72.416,212040,1,1237
"1168",77,0.315,0.296,5,-13.262,1,0.0317,0.771,0,0.702,0.436,172.638,263573,4,1238
"1169",78,0.41,0.0485,0,-13.918,1,0.038,0.947,0,0.108,0.247,137.97,173175,4,1239
"1170",50,0.726,0.185,11,-12.096,0,0.0343,0.768,0,0.094,0.45,124.136,141654,4,1240
"1171",62,0.465,0.278,6,-16.318,1,0.0349,0.846,0.00115,0.675,0.279,122.666,285719,4,1241
"1172",49,0.779,0.365,2,-11.394,0,0.0361,0.885,0.00175,0.0992,0.445,105.891,180867,4,1242
"1173",59,0.384,0.366,7,-10.65,1,0.0329,0.371,9.17e-05,0.101,0.199,138.134,261370,4,1243
"1174",62,0.349,0.33,10,-8.65,1,0.0357,0.891,3.42e-05,0.736,0.16,76.71,227927,4,1244
"1175",64,0.544,0.479,3,-10.878,1,0.0279,0.747,0.31,0.0808,0.434,118.117,302880,4,1245
"1176",64,0.325,0.201,6,-11.595,0,0.0282,0.758,0,0.0977,0.172,81.869,223893,4,1246
"1177",55,0.682,0.153,2,-12.312,1,0.0406,0.887,0,0.123,0.389,114.051,211720,4,1247
"1178",69,0.532,0.203,9,-8.524,0,0.0668,0.829,0,0.108,0.543,89.646,259920,4,1248
"1179",41,0.55,0.223,2,-13.929,1,0.0324,0.963,0.000697,0.115,0.275,99.844,160160,4,1249
"1180",74,0.339,0.143,0,-10.78,1,0.0317,0.921,0.000636,0.372,0.0948,101.213,413320,3,1250
"1181",57,0.454,0.207,11,-14.445,0,0.0382,0.891,0.0334,0.101,0.337,82.081,300187,4,1251
"1182",61,0.712,0.102,2,-11.422,1,0.0522,0.899,0,0.121,0.38,104.371,219960,4,1252
"1183",52,0.416,0.418,2,-8.886,1,0.0361,0.0633,0.000254,0.0898,0.285,111.601,373267,3,1253
"1184",56,0.624,0.61,6,-8.569,1,0.0365,0.073,0.00405,0.0748,0.65,75.265,284972,4,1254
"1185",40,0.731,0.298,4,-7.627,1,0.0313,0.353,1.09e-05,0.0978,0.317,116.071,192928,4,1255
"1186",61,0.729,0.267,4,-8.63,0,0.0311,0.794,0.000114,0.209,0.75,119.985,206896,4,1256
"1187",54,0.668,0.174,10,-8.519,1,0.0399,0.759,0,0.111,0.294,115.143,182069,3,1257
"1188",56,0.354,0.264,1,-10.947,1,0.0352,0.799,1.26e-05,0.112,0.268,205.656,194467,4,1258
"1189",63,0.67,0.306,2,-11.032,1,0.0366,0.8,1.18e-06,0.0829,0.61,139.949,225053,4,1259
"1190",67,0.547,0.197,10,-12.002,1,0.0303,0.941,0.000756,0.144,0.402,133.85,191827,4,1260
"1191",55,0.402,0.211,3,-11.49,1,0.0345,0.958,0.00163,0.114,0.366,140.726,206587,3,1261
"1192",45,0.608,0.517,2,-6.582,1,0.0275,0.186,1.84e-06,0.14,0.613,143.94,222008,4,1262
"1193",53,0.669,0.217,0,-14.982,1,0.0446,0.91,0.023,0.12,0.322,110.944,199427,4,1263
"1194",65,0.535,0.243,2,-8.565,1,0.0357,0.983,1.98e-05,0.104,0.29,107.579,215147,4,1264
"1195",51,0.69,0.476,10,-10.994,1,0.0246,0.0733,0.104,0.116,0.439,83.23,166868,4,1265
"1196",50,0.681,0.233,4,-13.434,1,0.0297,0.918,0.000248,0.0965,0.3,85.254,177000,4,1266
"1197",44,0.276,0.347,2,-10.402,1,0.031,0.312,0.000143,0.147,0.519,176.637,143548,3,1267
"1198",60,0.34,0.37,9,-10.661,0,0.0395,0.919,0.27,0.074,0.0434,96.676,206493,4,1268
"1199",46,0.366,0.323,6,-8.617,1,0.026,0.877,0.000969,0.474,0.266,97.705,213013,4,1269
"1200",63,0.574,0.4,2,-8.387,1,0.0273,0.569,6.19e-06,0.164,0.512,146.018,228480,4,1270
"1201",60,0.421,0.22,0,-8.082,1,0.0324,0.926,0,0.114,0.234,112.436,239347,4,1271
"1202",52,0.728,0.471,5,-11.85,1,0.033,0.599,0.0047,0.114,0.883,100.031,211347,4,1272
"1203",47,0.6,0.58,7,-7.007,1,0.027,0.0919,2.68e-05,0.143,0.596,140.899,296153,4,1273
"1204",58,0.578,0.481,4,-10.545,1,0.0317,0.431,0.00299,0.0951,0.548,129.881,307333,4,1274
"1205",44,0.188,0.126,1,-13.138,1,0.0437,0.938,0.00527,0.122,0.116,180.078,230813,3,1275
"1206",41,0.354,0.183,10,-12.579,1,0.036,0.913,1.12e-06,0.101,0.347,171.899,248013,3,1276
"1207",48,0.205,0.32,5,-9.061,1,0.0285,0.913,0.0213,0.0884,0.294,167.469,234600,4,1277
"1208",39,0.676,0.374,1,-7.839,1,0.0369,0.858,2.4e-05,0.121,0.47,108.051,185756,4,1278
"1209",44,0.398,0.153,11,-15.476,0,0.0427,0.945,0,0.0835,0.506,146.976,140000,4,1279
"1210",39,0.334,0.338,3,-15.48,1,0.0278,0.783,0.000116,0.11,0.627,78.628,271573,4,1280
"1211",61,0.321,0.22,7,-12.608,0,0.0352,0.828,0.00398,0.0873,0.301,157.04,248280,4,1281
"1212",57,0.27,0.329,9,-7.318,1,0.032,0.871,8.91e-06,0.12,0.169,163.236,218240,3,1282
"1213",68,0.577,0.72,6,-4.737,1,0.0324,0.00475,0,0.123,0.392,109.938,168667,4,1283
"1214",65,0.345,0.418,7,-7.787,0,0.0316,0.299,1.75e-05,0.103,0.267,109.044,198800,3,1284
"1215",63,0.339,0.426,2,-11.303,1,0.0543,0.317,0.00082,0.103,0.285,72.445,314200,3,1285
"1216",50,0.57,0.438,9,-12.926,1,0.0262,0.149,0.0036,0.272,0.531,106.444,251889,4,1286
"1217",51,0.413,0.339,7,-8.107,1,0.0349,0.843,0,0.171,0.199,116.538,236667,4,1287
"1218",31,0.765,0.38,1,-8.28,0,0.0348,0.764,1.88e-05,0.355,0.201,122.023,208525,4,1288
"1219",58,0.482,0.178,2,-11.141,0,0.0292,0.843,2.46e-06,0.15,0.298,110.128,185053,4,1289
"1220",40,0.378,0.368,0,-10.633,1,0.0299,0.874,6.28e-06,0.945,0.157,147.254,323600,4,1290
"1221",27,0.48,0.709,2,-7.094,1,0.0266,0.0021,0.000786,0.0808,0.929,98.394,320693,4,1291
"1222",55,0.463,0.94,5,-3.901,1,0.0425,0.00135,3.69e-05,0.0939,0.704,138.53,241960,4,1292
"1223",60,0.507,0.113,1,-10.781,1,0.0429,0.797,0.000592,0.166,0.207,118.469,163600,4,1293
"1224",69,0.552,0.15,3,-16.746,1,0.0347,0.974,0.731,0.0698,0.316,87.485,160240,4,1294
"1225",42,0.454,0.31,0,-10.062,1,0.0271,0.54,0.0238,0.112,0.274,100.447,132493,3,1295
"1226",66,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.231,255227,4,1296
"1227",57,0.551,0.114,3,-24.78,0,0.0451,0.977,0.874,0.141,0.124,70.141,146093,4,1297
"1228",60,0.452,0.109,2,-19.965,0,0.0471,0.977,0.879,0.088,0.139,126.29,325787,4,1298
"1229",61,0.427,0.114,2,-22.546,0,0.0509,0.843,0.863,0.0966,0.114,60.484,282320,4,1299
"1230",59,0.464,0.0266,0,-20.338,1,0.0532,0.987,0.879,0.0836,0.0659,132.973,404160,3,1300
"1231",60,0.404,0.0602,11,-26.459,0,0.0422,0.861,0.901,0.703,0.168,106.82,210066,3,1301
"1232",55,0.443,0.0711,1,-20.146,1,0.0486,0.989,0.894,0.101,0.596,175.02,172293,4,1302
"1233",60,0.698,0.278,5,-15.425,1,0.0508,0.572,0.0233,0.105,0.77,81.079,385467,4,1303
"1234",43,0.577,0.347,0,-10.922,1,0.0443,0.958,0.864,0.0879,0.162,71.389,242160,4,1304
"1235",31,0.517,0.335,10,-17.118,1,0.0405,0.569,7.56e-06,0.0828,0.203,113.906,188120,4,1305
"1236",48,0.455,0.449,9,-10.898,0,0.0438,0.995,0.914,0.148,0.146,126.389,331002,5,1306
"1237",62,0.487,0.145,5,-18.67,1,0.0522,0.876,0.822,0.149,0.142,110.134,349600,4,1307
"1238",55,0.508,0.15,5,-20.844,1,0.0418,0.99,0.899,0.144,0.252,173.36,174000,3,1308
"1239",47,0.422,0.261,2,-16.795,1,0.0337,0.938,0.919,0.137,0.177,115.136,333000,4,1309
"1240",61,0.552,0.171,2,-13.66,0,0.0544,0.955,0.877,0.122,0.152,102.4,244467,4,1310
"1241",49,0.611,0.24,7,-16.534,0,0.0387,0.951,0.773,0.0815,0.586,102.436,360547,4,1311
"1242",47,0.392,0.066,0,-24.682,0,0.0636,0.993,0.84,0.132,0.173,177.684,209787,3,1312
"1243",47,0.391,0.513,10,-13.444,0,0.0328,0.805,0.914,0.131,0.474,92.732,275389,3,1313
"1244",44,0.608,0.61,1,-9.533,1,0.0687,0.284,0.559,0.965,0.431,127.6,212467,4,1314
"1245",54,0.6,0.177,7,-16.07,1,0.0561,0.989,0.868,0.149,0.56,120.03,213387,4,1315
"1246",48,0.537,0.159,5,-14.593,1,0.033,0.735,0.868,0.0765,0.111,106.527,435280,4,1316
"1247",57,0.351,0.209,10,-23.533,0,0.0361,0.819,0.914,0.102,0.448,159.504,216707,4,1317
"1248",66,0.42,0.0802,7,-21.795,1,0.04,0.905,0.857,0.135,0.0541,122.041,257693,3,1318
"1249",61,0.372,0.187,0,-13.497,0,0.0323,0.942,0.139,0.161,0.217,70.334,319733,4,1319
"1250",56,0.32,0.0675,0,-18.277,1,0.0395,0.994,0.918,0.118,0.0784,63.286,265040,4,1320
"1251",52,0.461,0.372,4,-11.01,0,0.0327,0.828,0.000178,0.131,0.302,119.886,556133,4,1321
"1252",46,0.526,0.199,10,-17.249,1,0.0354,0.896,0.0599,0.308,0.517,118.076,209120,4,1322
"1253",54,0.358,0.452,1,-13.02,1,0.0347,0.991,0.864,0.14,0.525,166.973,193867,4,1323
"1254",45,0.409,0.132,10,-21.492,0,0.0397,0.942,0.908,0.176,0.076,137.553,339293,4,1324
"1255",62,0.478,0.0294,0,-25.319,1,0.0453,0.993,0.948,0.105,0.148,124.307,324200,3,1325
"1256",52,0.392,0.119,5,-18.487,1,0.039,0.959,0.682,0.0972,0.179,103.886,376546,4,1326
"1257",56,0.456,0.222,0,-16.879,1,0.0354,0.938,0.806,0.24,0.15,112.725,392000,4,1327
"1258",46,0.565,0.286,5,-19.045,1,0.0376,0.889,0.925,0.629,0.463,88.158,420227,3,1328
"1259",53,0.513,0.292,1,-16.83,1,0.065,0.935,0.886,0.0669,0.229,105.141,268400,1,1329
"1260",48,0.424,0.345,8,-19.215,1,0.0464,0.699,0.867,0.0919,0.661,143.936,389360,4,1330
"1261",52,0.538,0.52,7,-10.127,0,0.0408,0.715,0.0175,0.0676,0.764,83.816,256800,4,1331
"1262",39,0.433,0.367,3,-15.473,1,0.0394,0.767,0.588,0.126,0.616,147.006,459866,4,1332
"1263",49,0.397,0.534,0,-11.346,0,0.031,0.48,2.84e-05,0.0434,0.468,102.372,552493,3,1333
"1264",45,0.445,0.507,2,-11.78,0,0.028,0.827,0.838,0.103,0.352,124.169,658293,4,1334
"1265",38,0.375,0.369,4,-12.541,0,0.037,0.772,0.342,0.0845,0.189,76.031,399773,4,1335
"1266",47,0.375,0.332,8,-17.137,1,0.0335,0.828,0.858,0.102,0.222,144.798,453393,5,1336
"1267",40,0.609,0.88,0,-4.37,0,0.0534,0.545,0,0.0554,0.942,99.163,326880,4,1337
"1268",36,0.773,0.816,10,-6.215,0,0.0385,0.567,0.000413,0.132,0.968,92.031,224827,4,1338
"1269",49,0.647,0.604,7,-6.339,0,0.0353,0.54,0.000562,0.708,0.837,92.033,284653,4,1339
"1270",37,0.616,0.653,0,-8.979,0,0.0413,0.469,0.0231,0.0986,0.904,103.253,357387,4,1340
"1271",45,0.708,0.629,7,-10.358,0,0.0351,0.742,3.38e-06,0.0858,0.915,95.451,305058,4,1341
"1272",23,0.6,0.778,10,-4.176,0,0.0372,0.618,0.0136,0.0621,0.929,103.807,342522,4,1342
"1273",24,0.566,0.763,9,-5.621,0,0.0406,0.752,0.00399,0.103,0.941,109.927,372760,4,1343
"1274",50,0.812,0.679,2,-6.008,0,0.0559,0.68,0.00283,0.314,0.852,90.474,301373,4,1344
"1275",34,0.583,0.6,4,-9.139,0,0.048,0.69,0.00623,0.342,0.865,97.548,314800,4,1345
"1276",30,0.458,0.696,7,-10.123,0,0.0336,0.764,1.67e-05,0.285,0.965,103.858,193440,4,1346
"1277",37,0.57,0.654,0,-8.621,0,0.0595,0.598,0.00971,0.0482,0.895,99.604,290038,4,1347
"1278",26,0.509,0.695,5,-6.932,1,0.0363,0.381,0.00199,0.0667,0.912,101.645,337520,4,1348
"1279",31,0.746,0.501,7,-7.874,0,0.0414,0.735,0.159,0.119,0.918,91.289,270613,4,1349
"1280",24,0.592,0.717,0,-5.133,1,0.0693,0.574,0,0.174,0.744,97.23,362093,4,1350
"1281",30,0.595,0.796,1,-3.739,1,0.0429,0.579,0.000229,0.336,0.884,108.476,189912,4,1351
"1282",25,0.581,0.591,0,-3.813,0,0.0384,0.645,3.45e-06,0.256,0.961,91.513,241440,4,1352
"1283",33,0.734,0.626,7,-7.672,0,0.0357,0.488,0,0.109,0.875,95.328,264560,4,1353
"1284",15,0.726,0.692,0,-6.157,1,0.0858,0.308,0.000134,0.0566,0.884,194.877,254680,4,1354
"1285",39,0.768,0.646,7,-5.763,1,0.0491,0.359,0.000183,0.0956,0.839,90.932,266213,4,1355
"1286",24,0.646,0.724,5,-4.052,0,0.0423,0.749,0.00375,0.111,0.962,95.54,243853,4,1356
"1287",22,0.639,0.786,0,-5.449,1,0.0414,0.423,0.00243,0.181,0.908,98.658,210173,4,1357
"1288",21,0.721,0.737,2,-6.62,0,0.0457,0.565,7.62e-06,0.0664,0.908,91.771,265227,4,1358
"1289",42,0.569,0.631,9,-6.372,1,0.0627,0.789,0,0.0446,0.886,101.953,255587,4,1359
"1290",33,0.698,0.89,0,-2.935,0,0.0461,0.589,0,0.326,0.963,98.521,289067,4,1360
"1291",39,0.555,0.557,8,-9.28,1,0.0365,0.664,0.000813,0.0677,0.701,92.142,351547,4,1361
"1292",37,0.606,0.528,5,-15.091,1,0.0473,0.311,6.42e-05,0.0299,0.942,177.662,398537,4,1362
"1293",45,0.753,0.719,7,-3.844,0,0.0359,0.632,0.000178,0.0984,0.884,92.056,300400,4,1363
"1294",40,0.484,0.687,5,-6.122,0,0.0363,0.213,9.52e-06,0.0704,0.781,105.563,427640,4,1364
"1295",34,0.55,0.895,0,-4.416,0,0.0426,0.675,0.0843,0.322,0.829,107.301,408200,4,1365
"1296",25,0.759,0.688,0,-8.379,0,0.0789,0.696,0,0.442,0.964,101.218,378493,4,1366
"1297",24,0.682,0.805,9,-7.388,0,0.0591,0.309,0.0107,0.0406,0.964,176.585,255213,4,1367
"1298",28,0.593,0.75,9,-3.686,0,0.0505,0.65,3.67e-06,0.198,0.965,100.75,274920,4,1368
"1299",22,0.719,0.878,0,-3.87,0,0.0537,0.628,5.24e-05,0.354,0.918,98.12,268747,4,1369
"1300",47,0.483,0.892,5,-6.378,0,0.0793,0.416,1e-05,0.121,0.839,179.315,225493,4,1370
"1301",11,0.549,0.874,0,-3.529,0,0.0595,0.822,0.000129,0.0946,0.874,107.914,396357,4,1371
"1302",28,0.598,0.545,2,-15.156,0,0.0484,0.326,0.0176,0.0988,0.919,174.51,377213,4,1372
"1303",36,0.484,0.503,5,-9.83,0,0.0868,0.756,1.1e-05,0.144,0.882,98.461,199560,4,1373
"1304",34,0.722,0.813,9,-5.964,0,0.041,0.575,0.0134,0.0995,0.768,81.884,368853,4,1374
"1305",32,0.702,0.524,2,-6.521,0,0.0372,0.428,0,0.0727,0.792,85.952,252427,4,1375
"1306",40,0.786,0.625,2,-4.45,0,0.0355,0.523,0.00393,0.0618,0.895,90.409,329640,4,1376
"1307",0,0.743,0.918,5,-8.474,0,0.0448,0.524,0.00456,0.0737,0.964,92.364,274326,4,1377
"1308",35,0.747,0.68,5,-6.748,1,0.0393,0.587,0.00039,0.122,0.941,172.003,313040,4,1378
"1309",43,0.528,0.608,9,-9.924,0,0.0431,0.691,8.7e-06,0.0503,0.869,89.671,231813,4,1379
"1310",29,0.516,0.601,9,-13.409,0,0.0449,0.464,0.000331,0.131,0.642,105.152,432187,4,1380
"1311",29,0.552,0.635,9,-9.848,0,0.081,0.705,0.000187,0.108,0.851,96.416,346307,4,1381
"1312",30,0.768,0.857,9,-6.824,0,0.0571,0.482,0.859,0.0615,0.965,95.018,254133,4,1382
"1313",33,0.705,0.556,10,-9.798,0,0.0412,0.538,0.00201,0.193,0.957,93.821,327720,4,1383
"1314",48,0.633,0.516,0,-14.598,0,0.0582,0.097,0.000341,0.339,0.943,89.412,341107,4,1384
"1315",41,0.768,0.742,0,-6.362,1,0.0484,0.59,7.62e-05,0.0697,0.83,87.979,317388,4,1385
"1316",19,0.759,0.806,10,-7.809,0,0.0344,0.681,0.000249,0.0911,0.902,100.021,350173,4,1386
"1317",54,0.772,0.645,5,-8.32,0,0.0465,0.66,1.45e-05,0.142,0.968,93.876,261333,4,1387
"1318",10,0.582,0.881,2,-7.853,0,0.0526,0.127,0.602,0.0934,0.897,99.672,293373,4,1388
"1319",32,0.667,0.524,0,-6.971,1,0.0402,0.765,0.0288,0.11,0.814,101.337,180257,4,1389
"1320",25,0.649,0.546,7,-6.785,0,0.0429,0.626,0,0.0524,0.813,101.487,286413,4,1390
"1321",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1391
"1322",22,0.641,0.879,5,-4.757,1,0.074,0.341,3.84e-05,0.314,0.924,93.021,263307,4,1392
"1323",18,0.551,0.757,9,-9.22,0,0.0517,0.447,0,0.336,0.859,95.567,276168,4,1393
"1324",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1394
"1325",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1395
"1326",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1396
"1327",40,0.674,0.528,2,-6.939,0,0.045,0.702,1.63e-05,0.0799,0.955,88.105,246693,4,1397
"1328",12,0.67,0.718,9,-7.675,0,0.0353,0.647,0.00138,0.106,0.844,98.864,415267,4,1398
"1329",0,0.766,0.767,0,-6.319,0,0.039,0.554,7.24e-05,0.337,0.928,90.637,305600,4,1399
"1330",13,0.699,0.638,0,-7.186,0,0.0423,0.534,0,0.207,0.941,99.181,254427,4,1400
"1331",33,0.581,0.482,5,-13.338,0,0.0542,0.49,0.000231,0.194,0.921,104.788,389267,4,1401
"1332",17,0.552,0.79,2,-8.51,0,0.0363,0.522,0.00913,0.129,0.939,105.969,379318,4,1402
"1333",42,0.561,0.626,0,-8.853,0,0.0404,0.556,1.86e-06,0.0676,0.947,171.504,252067,4,1403
"1334",36,0.473,0.483,0,-11.071,0,0.0515,0.414,1e-04,0.0703,0.897,190.009,367333,4,1404
"1335",25,0.593,0.599,4,-10.45,0,0.032,0.71,1.37e-06,0.338,0.947,93.858,215547,4,1405
"1336",35,0.801,0.629,9,-5.51,0,0.0539,0.726,0.000387,0.343,0.873,86.069,269240,4,1406
"1337",36,0.711,0.774,11,-6.408,0,0.0584,0.479,2.35e-06,0.173,0.722,90.275,343000,4,1407
"1338",7,0.634,0.641,0,-5.076,1,0.0687,0.817,0.000119,0.0794,0.962,102.226,186587,4,1408
"1339",23,0.678,0.621,9,-6.544,0,0.0375,0.608,0.00236,0.176,0.89,92.436,325093,4,1409
"1340",60,0.654,0.72,8,-7.731,1,0.0395,0.69,0,0.2,0.678,99.911,309920,4,1410
"1341",23,0.735,0.775,9,-9.024,0,0.0572,0.638,0.00451,0.123,0.94,97.76,227811,4,1411
"1342",33,0.706,0.587,7,-9.543,1,0.0361,0.697,4.28e-06,0.333,0.929,92.536,300533,4,1412
"1343",38,0.657,0.693,0,-7.149,0,0.065,0.527,0.000129,0.326,0.75,93.483,262653,4,1413
"1344",22,0.646,0.879,5,-6.397,0,0.0446,0.533,4.93e-05,0.235,0.835,96.101,349200,4,1414
"1345",34,0.604,0.909,0,-4.612,1,0.042,0.233,0.00372,0.123,0.956,97.044,461107,4,1415
"1346",18,0.531,0.786,10,-6.64,0,0.0683,0.773,0.0266,0.137,0.91,98.01,324587,4,1416
"1347",11,0.656,0.634,9,-7.844,1,0.0417,0.719,0.000101,0.048,0.948,100.427,236840,4,1417
"1348",51,0.5,0.734,10,-9.546,0,0.0429,0.553,0.000105,0.324,0.924,100.975,302373,4,1418
"1349",27,0.556,0.909,1,-2.984,1,0.0349,0.626,0,0.0928,0.965,87.296,380000,4,1419
"1350",29,0.758,0.608,0,-6.458,0,0.0441,0.754,0.000578,0.156,0.833,104.753,184442,4,1420
